,GOT_HIT,NOT_HIT,1_AGO,2_AGO,3_AGO,4_AGO,5_AGO,6_AGO,7_AGO,P_ID,G_ID,BAT_ORDER,G_DATE,TEAM,hist_AB,hist_H,starting_P_ID,GS1AGO,GS2AGO,GS3AGO
381074,1,0,0,0,0,0,1,1,0,592206,2017_05_31_detmlb_kcamlb_1,700,2017-05-31,Tigers,8,1,453178,46.0,14.0,28.0
381075,0,1,1,1,1,1,1,0,1,553988,2017_05_31_detmlb_kcamlb_1,701,2017-05-31,Tigers,2,0,453178,46.0,14.0,28.0
381076,0,1,1,1,1,0,1,1,0,502100,2017_05_31_detmlb_kcamlb_1,800,2017-05-31,Tigers,3,0,453178,46.0,14.0,28.0
381077,1,0,1,1,0,1,0,1,1,578428,2017_05_31_detmlb_kcamlb_1,900,2017-05-31,Tigers,5,3,453178,46.0,14.0,28.0
381078,0,1,1,1,1,1,1,1,1,571510,2017_05_31_detmlb_kcamlb_1,0,2017-05-31,Tigers,0,0,453178,46.0,14.0,28.0
381079,0,1,1,1,1,1,1,1,1,599683,2017_05_31_detmlb_kcamlb_1,0,2017-05-31,Tigers,0,0,453178,46.0,14.0,28.0
381080,0,1,1,1,1,1,1,1,1,572888,2017_05_31_detmlb_kcamlb_1,0,2017-05-31,Tigers,0,0,453178,46.0,14.0,28.0
381081,0,1,1,1,1,1,1,1,1,543935,2017_05_31_detmlb_kcamlb_1,0,2017-05-31,Tigers,0,0,453178,46.0,14.0,28.0
381082,0,1,1,1,1,1,1,1,1,458677,2017_05_31_detmlb_kcamlb_1,0,2017-05-31,Tigers,0,0,453178,46.0,14.0,28.0
381083,0,1,1,0,1,1,0,1,0,543401,2017_05_31_oakmlb_clemlb_1,100,2017-05-31,Indians,3,0,640455,80.0,48.0,45.0
381084,1,0,0,0,1,1,1,1,1,596019,2017_05_31_oakmlb_clemlb_1,200,2017-05-31,Indians,3,0,640455,80.0,48.0,45.0
381085,0,1,1,1,1,1,1,1,1,488726,2017_05_31_oakmlb_clemlb_1,300,2017-05-31,Indians,0,0,640455,80.0,48.0,45.0
381086,0,1,1,1,1,0,0,1,1,467793,2017_05_31_oakmlb_clemlb_1,400,2017-05-31,Indians,3,0,640455,80.0,48.0,45.0
381087,1,0,1,1,1,1,1,1,1,429665,2017_05_31_oakmlb_clemlb_1,500,2017-05-31,Indians,2,0,640455,80.0,48.0,45.0
381088,0,1,1,1,1,1,1,1,1,608070,2017_05_31_oakmlb_clemlb_1,600,2017-05-31,Indians,3,0,640455,80.0,48.0,45.0
381089,0,1,1,1,0,0,1,0,1,457706,2017_05_31_oakmlb_clemlb_1,700,2017-05-31,Indians,0,0,640455,80.0,48.0,45.0
381090,0,1,1,0,0,0,1,0,1,543228,2017_05_31_oakmlb_clemlb_1,800,2017-05-31,Indians,0,0,640455,80.0,48.0,45.0
381091,1,0,1,0,1,1,0,1,1,543706,2017_05_31_oakmlb_clemlb_1,900,2017-05-31,Indians,0,0,640455,80.0,48.0,45.0
381092,0,1,1,1,1,0,1,1,0,605548,2017_05_31_oakmlb_clemlb_1,901,2017-05-31,Indians,0,0,640455,80.0,48.0,45.0
381093,0,1,1,1,1,1,1,1,1,605182,2017_05_31_oakmlb_clemlb_1,0,2017-05-31,Indians,0,0,640455,80.0,48.0,45.0
381094,0,1,1,1,1,1,1,1,1,502083,2017_05_31_oakmlb_clemlb_1,0,2017-05-31,Indians,0,0,640455,80.0,48.0,45.0
381095,0,1,1,1,1,1,1,1,1,519096,2017_05_31_oakmlb_clemlb_1,0,2017-05-31,Indians,0,0,640455,80.0,48.0,45.0
381096,1,0,0,0,1,0,0,1,0,459964,2017_05_31_oakmlb_clemlb_1,100,2017-05-31,Athletics,0,0,605182,34.0,82.0,43.0
381097,1,0,0,0,0,1,1,0,0,592192,2017_05_31_oakmlb_clemlb_1,200,2017-05-31,Athletics,0,0,605182,34.0,82.0,43.0
381098,0,1,1,0,0,0,1,1,1,476704,2017_05_31_oakmlb_clemlb_1,300,2017-05-31,Athletics,0,0,605182,34.0,82.0,43.0
381099,0,1,1,1,1,0,1,1,1,501981,2017_05_31_oakmlb_clemlb_1,400,2017-05-31,Athletics,1,0,605182,34.0,82.0,43.0
381100,1,0,1,1,1,1,0,0,0,475174,2017_05_31_oakmlb_clemlb_1,500,2017-05-31,Athletics,0,0,605182,34.0,82.0,43.0
381101,0,1,1,1,1,1,0,1,1,592387,2017_05_31_oakmlb_clemlb_1,600,2017-05-31,Athletics,1,1,605182,34.0,82.0,43.0
381102,0,1,1,1,0,1,1,0,0,519390,2017_05_31_oakmlb_clemlb_1,700,2017-05-31,Athletics,0,0,605182,34.0,82.0,43.0
381103,0,1,0,1,0,1,1,1,1,572033,2017_05_31_oakmlb_clemlb_1,701,2017-05-31,Athletics,0,0,605182,34.0,82.0,43.0
381104,0,1,0,0,1,1,1,0,0,461858,2017_05_31_oakmlb_clemlb_1,800,2017-05-31,Athletics,0,0,605182,34.0,82.0,43.0
381105,1,0,0,0,1,0,1,1,0,640461,2017_05_31_oakmlb_clemlb_1,900,2017-05-31,Athletics,1,0,605182,34.0,82.0,43.0
381106,0,1,1,0,1,1,0,0,0,489267,2017_05_31_oakmlb_clemlb_1,901,2017-05-31,Athletics,0,0,605182,34.0,82.0,43.0
381107,0,1,1,1,1,1,1,1,1,640455,2017_05_31_oakmlb_clemlb_1,0,2017-05-31,Athletics,0,0,605182,34.0,82.0,43.0
381108,0,1,1,1,1,1,1,1,1,425492,2017_05_31_oakmlb_clemlb_1,0,2017-05-31,Athletics,0,0,605182,34.0,82.0,43.0
381109,0,1,1,1,1,1,1,1,1,433586,2017_05_31_oakmlb_clemlb_1,0,2017-05-31,Athletics,0,0,605182,34.0,82.0,43.0
381110,1,0,0,1,1,0,0,0,1,452234,2017_05_31_nyamlb_balmlb_1,100,2017-05-31,Orioles,14,3,547888,84.0,2.0,-11.0
381111,1,0,0,0,0,1,1,1,0,430945,2017_05_31_nyamlb_balmlb_1,200,2017-05-31,Orioles,16,4,547888,84.0,2.0,-11.0
381112,0,1,0,0,0,1,1,1,0,592518,2017_05_31_nyamlb_balmlb_1,300,2017-05-31,Orioles,18,4,547888,84.0,2.0,-11.0
381113,1,0,0,1,1,1,0,0,0,444432,2017_05_31_nyamlb_balmlb_1,400,2017-05-31,Orioles,6,0,547888,84.0,2.0,-11.0
381114,1,0,1,0,0,1,0,1,0,448801,2017_05_31_nyamlb_balmlb_1,500,2017-05-31,Orioles,18,3,547888,84.0,2.0,-11.0
381115,0,1,1,1,0,0,1,0,1,641820,2017_05_31_nyamlb_balmlb_1,600,2017-05-31,Orioles,0,0,547888,84.0,2.0,-11.0
381116,0,1,1,1,1,1,1,1,1,572073,2017_05_31_nyamlb_balmlb_1,601,2017-05-31,Orioles,0,0,547888,84.0,2.0,-11.0
381117,1,0,1,1,1,0,1,1,1,570731,2017_05_31_nyamlb_balmlb_1,700,2017-05-31,Orioles,18,3,547888,84.0,2.0,-11.0
381118,1,0,1,0,0,1,0,0,1,543376,2017_05_31_nyamlb_balmlb_1,800,2017-05-31,Orioles,3,0,547888,84.0,2.0,-11.0
381119,1,0,1,0,0,1,1,1,0,429666,2017_05_31_nyamlb_balmlb_1,900,2017-05-31,Orioles,11,2,547888,84.0,2.0,-11.0
381120,0,1,1,1,1,1,1,1,1,592332,2017_05_31_nyamlb_balmlb_1,0,2017-05-31,Orioles,0,0,547888,84.0,2.0,-11.0
381121,0,1,1,1,1,1,1,1,1,571710,2017_05_31_nyamlb_balmlb_1,0,2017-05-31,Orioles,0,0,547888,84.0,2.0,-11.0
381122,0,1,1,1,1,1,1,1,1,503285,2017_05_31_nyamlb_balmlb_1,0,2017-05-31,Orioles,0,0,547888,84.0,2.0,-11.0
381123,0,1,1,1,1,1,1,1,1,605541,2017_05_31_nyamlb_balmlb_1,0,2017-05-31,Orioles,0,0,547888,84.0,2.0,-11.0
381124,1,0,1,1,1,0,0,1,1,458731,2017_05_31_nyamlb_balmlb_1,100,2017-05-31,Yankees,35,11,592332,48.0,47.0,20.0
381125,1,0,1,1,1,0,1,1,1,543305,2017_05_31_nyamlb_balmlb_1,200,2017-05-31,Yankees,16,4,592332,48.0,47.0,20.0
381126,1,0,1,0,0,1,0,1,1,407812,2017_05_31_nyamlb_balmlb_1,300,2017-05-31,Yankees,9,3,592332,48.0,47.0,20.0
381127,1,0,1,0,1,1,1,0,1,516770,2017_05_31_nyamlb_balmlb_1,400,2017-05-31,Yankees,20,7,592332,48.0,47.0,20.0
381128,1,0,1,1,1,0,1,1,1,592450,2017_05_31_nyamlb_balmlb_1,500,2017-05-31,Yankees,8,2,592332,48.0,47.0,20.0
381129,0,1,1,1,0,0,1,0,0,452104,2017_05_31_nyamlb_balmlb_1,600,2017-05-31,Yankees,17,3,592332,48.0,47.0,20.0
381130,1,0,1,0,0,1,1,0,0,591720,2017_05_31_nyamlb_balmlb_1,700,2017-05-31,Yankees,12,5,592332,48.0,47.0,20.0
381131,1,0,1,0,0,0,0,0,1,519222,2017_05_31_nyamlb_balmlb_1,800,2017-05-31,Yankees,4,1,592332,48.0,47.0,20.0
381132,1,0,0,0,0,0,1,1,1,608701,2017_05_31_nyamlb_balmlb_1,900,2017-05-31,Yankees,6,1,592332,48.0,47.0,20.0
381133,0,1,1,1,1,0,1,1,1,547888,2017_05_31_nyamlb_balmlb_1,0,2017-05-31,Yankees,0,0,592332,48.0,47.0,20.0
381134,0,1,1,1,1,1,1,1,1,518927,2017_05_31_nyamlb_balmlb_1,0,2017-05-31,Yankees,0,0,592332,48.0,47.0,20.0
381135,0,1,1,1,1,1,1,1,1,606149,2017_05_31_nyamlb_balmlb_1,0,2017-05-31,Yankees,0,0,592332,48.0,47.0,20.0
381136,0,1,1,1,1,1,1,1,1,656547,2017_05_31_nyamlb_balmlb_1,0,2017-05-31,Yankees,0,0,592332,48.0,47.0,20.0
